CustomerID,Age,Gender,Region,Annual_Income,Membership_Type,Membership_Years,Device_Preference,Avg_Session_Length_Min,App_Usage_Hours_Week,Website_Usage_Hours_Week,Num_Purchases_Last_Year,Customer_Satisfaction,Days_Since_Last_Purchase,Email_Engagement_Rate,Annual_Spending
962,57,Male,North,53056.68,Basic,0.1,Mobile App,38.98,0.61,4.9,18,4.76,5.2,0.099,5520.47
963,50,Male,South,48304.99,Silver,8.73,Mobile App,22.91,1.92,1.08,22,6.6,41.5,0.564,6643.44
964,18,Male,South,67596.42,Silver,1.25,Both,33.67,1.12,0.85,14,5.85,6.3,0.081,5217.56
965,21,Female,West,48790.42,Basic,4.61,Mobile App,34.06,0.42,0.76,18,6.65,4.3,0.316,5554.78
966,29,Female,North,21339.44,Basic,0.8,Website,19.67,3.26,0.89,13,7.91,39.1,0.227,4144.44
967,20,Female,West,18545.75,Gold,4.07,Both,16.65,4.37,6.48,12,7.71,30.7,0.248,5820.07
968,38,Male,South,84571.09,Silver,1.37,Mobile App,27.43,7.73,7.53,11,10.0,38.4,0.374,6734.96
969,42,Female,South,83332.21,Basic,3.07,Website,35.27,3.61,5.35,11,8.23,1.9,0.112,5765.72
970,22,Male,South,104879.71,Silver,8.78,Website,13.49,1.44,1.49,18,10.0,2.9,0.471,7711.18
971,47,Male,South,53845.02,Platinum,3.49,Mobile App,21.51,2.0,5.5,17,8.53,21.8,0.158,7791.16
972,45,Male,North,34460.8,Basic,0.46,Both,33.15,0.5,0.72,14,9.01,16.1,0.291,5255.9
973,32,Male,South,46776.94,Gold,7.18,Mobile App,28.38,2.17,3.48,15,7.13,10.9,0.063,6244.51
974,36,Female,North,54393.43,Basic,4.23,Mobile App,40.75,2.89,1.17,12,6.2,25.9,0.169,5342.86
975,18,Male,South,38083.51,Silver,6.28,Both,15.3,4.24,0.62,9,7.02,52.0,0.118,4766.94
976,34,Female,East,,Silver,7.28,Mobile App,49.17,5.06,2.56,18,7.58,26.0,0.17,8052.87
977,38,Male,South,118637.27,Basic,0.97,Both,14.16,4.14,2.6,10,6.78,68.4,0.2,5820.37
978,40,Male,West,64048.65,Platinum,1.28,Mobile App,9.74,1.31,2.8,14,6.3,7.1,0.167,7032.43
979,42,Female,North,53970.76,Silver,4.59,Website,27.47,1.0,3.05,12,8.14,5.3,0.267,6049.64
980,41,Male,West,34432.69,Platinum,0.18,Mobile App,17.79,4.81,2.46,16,6.29,3.8,0.038,6767.32
981,35,Female,West,93083.47,Basic,1.21,Website,27.65,0.4,1.74,12,5.61,36.8,0.309,5706.49
982,41,Female,West,55642.77,Gold,1.38,Both,27.34,10.22,2.01,15,6.14,56.0,0.146,6739.02
983,49,Female,West,48961.64,Platinum,6.45,Both,26.24,1.57,3.51,15,7.3,26.3,0.434,7447.16
984,37,Male,North,64113.54,Silver,9.12,Both,20.42,6.51,2.39,11,6.31,1.5,0.194,6794.15
985,41,Male,East,44134.67,Basic,0.51,Website,31.89,1.82,1.28,17,7.3,6.1,0.327,5146.62
986,36,Female,North,57034.2,Gold,2.2,Both,25.14,4.44,0.99,14,8.38,0.6,0.115,6547.67
987,31,Male,West,32700.2,Silver,4.2,Website,37.93,1.03,2.0,16,8.35,87.7,0.386,5737.25
988,44,Male,East,79259.34,Platinum,1.34,Both,26.38,3.02,4.88,12,6.74,9.9,0.164,7609.61
989,32,Male,North,52232.29,Silver,2.43,Website,19.32,0.54,3.08,10,5.9,2.5,0.256,4874.04
990,42,Female,West,81273.91,Basic,0.83,Both,12.81,3.75,5.07,16,6.85,24.2,0.331,6360.97
991,38,Female,North,50493.62,Basic,4.65,Mobile App,26.45,1.01,1.47,14,8.45,6.4,0.539,5839.9
992,35,Female,East,51654.37,Gold,4.54,Website,16.58,1.17,2.25,10,8.76,70.3,0.181,5596.15
993,34,Female,East,35443.28,Platinum,1.8,Both,15.85,2.09,2.52,22,8.06,24.2,0.125,6848.23
994,32,Male,North,70679.79,Basic,1.38,Mobile App,32.75,2.44,3.63,13,9.16,27.2,0.268,5752.86
995,20,Female,East,39873.05,Gold,0.99,Mobile App,12.0,4.24,1.47,13,9.85,19.0,0.159,5620.72
996,42,Male,West,45695.37,Platinum,0.24,Both,40.71,3.95,3.08,13,6.97,3.9,0.47,7514.58
997,41,Female,North,54196.22,Basic,2.59,Mobile App,29.44,3.26,4.69,20,9.53,2.0,0.073,6025.5
998,47,Male,South,56524.44,Basic,6.65,Mobile App,27.61,5.45,1.82,21,7.26,12.4,0.314,6043.39
999,32,Female,North,29817.96,Gold,0.42,Mobile App,18.69,3.87,0.88,10,8.93,61.9,0.265,5486.3
1000,59,Male,East,49971.99,Silver,1.69,Mobile App,34.88,4.07,4.8,20,8.52,0.3,0.329,6540.34
1001,34,Male,North,71562.79,Basic,6.83,Website,27.97,1.16,3.29,19,5.03,94.0,0.23,5831.6
1002,28,Male,West,47457.11,Gold,5.38,Both,21.83,5.74,0.48,10,6.34,22.2,0.136,6336.77
1003,27,Male,West,50078.34,Silver,4.15,Both,29.8,5.27,1.85,25,6.01,6.8,0.166,6542.43
1004,19,Male,North,57345.07,Platinum,0.1,Website,12.85,3.38,6.75,8,5.28,28.5,,6486.21
1005,55,Female,South,51839.82,Platinum,3.6,Website,13.28,5.14,2.89,14,8.74,7.8,0.256,7334.54
1006,53,Male,East,37771.86,Gold,1.13,Mobile App,17.92,2.85,1.99,14,10.0,2.4,0.195,6354.93
1007,45,Female,East,53491.54,Silver,4.59,Both,31.15,7.99,0.78,9,7.27,11.9,0.267,6071.33
1008,28,Male,South,76720.61,Basic,0.81,Mobile App,27.97,3.16,0.77,12,8.71,6.7,0.183,5578.6
1009,58,Female,North,37499.71,Silver,0.1,Mobile App,37.44,2.78,3.47,18,9.53,72.3,0.219,5728.7
1010,34,Male,North,47521.21,Basic,2.24,Both,19.72,3.89,0.84,15,7.87,7.6,0.407,5397.23
1011,35,Female,West,33403.94,Gold,1.09,Both,33.17,9.1,2.53,9,7.57,8.0,0.101,5930.61
1012,54,Female,South,75318.7,Basic,2.82,Mobile App,26.98,1.86,1.81,12,7.28,9.4,0.32,5494.76
1013,45,Male,West,52453.1,Silver,1.04,Website,19.51,3.71,2.42,15,8.3,24.1,0.436,5749.88
1014,62,Female,South,40232.49,Basic,4.79,Website,31.47,1.98,1.69,11,8.74,21.0,0.101,5005.48
1015,41,Male,West,55954.43,Basic,2.21,Mobile App,27.41,2.78,2.8,13,8.2,54.3,0.195,5376.77
1016,34,Male,North,35551.58,Basic,0.94,Mobile App,22.34,1.44,3.93,14,8.16,30.2,0.28,4607.63
1017,31,Female,North,37732.48,Silver,4.04,Mobile App,28.38,4.0,1.71,9,7.53,2.0,0.732,6119.0
1018,18,Female,West,32498.63,Gold,7.62,Website,26.83,2.96,3.68,14,5.53,63.5,0.045,6051.64
1019,35,Male,West,37295.47,Basic,7.29,Mobile App,26.62,5.07,5.23,5,8.77,1.8,0.048,5595.69
1020,51,Male,South,87122.3,Gold,12.18,Website,24.29,6.04,2.52,9,5.93,3.9,0.554,8270.1
1021,45,Female,South,41915.4,Gold,3.77,Mobile App,16.26,6.66,3.4,11,8.41,3.7,0.295,6383.5
1022,38,Female,South,63778.97,Basic,3.03,Both,28.67,2.04,0.63,13,8.58,46.3,0.095,5371.81
1023,27,Female,South,40428.67,Gold,0.25,Website,20.78,3.9,1.74,14,6.12,41.4,0.173,5344.96
1024,40,Female,North,70674.27,Silver,0.81,Both,18.82,6.95,0.42,14,6.81,35.1,0.431,6272.78
1025,49,Female,West,37830.51,Basic,1.16,Mobile App,25.83,1.43,1.26,18,10.0,92.5,0.089,4614.46
1026,43,Male,North,54925.32,Silver,2.47,Website,34.61,3.2,1.76,16,7.5,3.3,0.247,6232.7
1027,40,Female,East,55187.84,Basic,5.53,Both,29.67,1.51,7.16,12,6.01,0.3,0.152,5696.62
1028,29,Male,North,122361.11,Platinum,1.95,Mobile App,23.22,9.02,1.01,20,8.64,2.2,0.118,9038.61
1029,48,Female,North,67551.72,Platinum,0.92,Mobile App,22.86,6.9,1.92,18,6.6,6.1,0.153,7761.43
1030,18,Male,East,44023.71,Gold,1.6,Mobile App,33.72,4.38,0.85,17,5.1,24.8,0.323,5984.6
1031,42,Female,South,68855.62,Silver,0.12,Mobile App,6.43,4.33,1.64,11,8.28,27.6,0.209,5472.87
1032,66,Female,East,,Silver,0.97,Mobile App,35.18,1.64,2.83,15,6.41,0.4,0.417,7366.48
1033,21,Female,North,30626.7,Platinum,0.14,Mobile App,11.13,7.44,3.18,12,8.02,38.2,0.451,7090.72
1034,35,Female,West,40341.31,Basic,2.33,Mobile App,15.26,2.35,1.46,23,6.54,32.1,0.383,5112.69
1035,38,Male,East,49865.56,Basic,8.39,Website,23.37,1.78,1.14,11,8.52,7.0,0.284,5511.51
1036,33,Female,West,46817.82,Silver,1.74,Mobile App,47.53,6.26,5.71,13,7.84,60.5,0.313,5931.98
1037,49,Male,North,48220.29,Basic,4.49,Mobile App,43.1,2.18,1.37,17,4.23,38.6,0.15,5803.34
1038,43,Male,South,34321.21,Basic,3.73,Website,34.36,1.84,0.19,14,8.1,8.0,0.599,5112.45
1039,40,Male,South,88555.49,Basic,3.1,Mobile App,31.21,5.27,4.71,15,7.22,1.7,0.339,6562.41
1040,47,Male,East,32928.28,Silver,5.75,Mobile App,11.24,1.08,0.26,21,9.44,13.2,0.305,6259.49
1041,38,Male,South,50509.94,Basic,2.7,Mobile App,29.41,4.41,4.71,12,8.11,19.3,0.189,5768.56
1042,73,Female,North,78123.07,Basic,3.12,Mobile App,23.06,3.23,0.43,10,8.58,3.1,0.57,6823.96
1043,40,Female,South,53607.02,Basic,1.33,Website,20.65,4.97,0.54,12,6.68,12.3,0.198,4433.13
1044,40,Female,North,38453.77,Silver,4.35,Mobile App,29.39,4.08,0.7,18,6.57,43.7,0.449,6215.45
1045,19,Male,South,33791.46,Platinum,0.68,Mobile App,23.76,12.77,1.28,13,7.57,17.7,0.359,7147.18
1046,32,Male,North,49986.1,Basic,4.0,Both,35.82,3.45,4.75,19,7.13,41.3,0.356,6198.89
1047,51,Male,North,41566.08,Gold,12.31,Both,10.58,2.18,0.72,11,9.34,9.2,0.14,6862.01
1048,23,Female,East,58211.07,Gold,0.97,Mobile App,28.68,2.98,2.82,16,7.4,44.5,0.064,6501.99
1049,18,Female,South,33173.02,Basic,4.34,Mobile App,20.09,4.05,2.37,13,6.01,9.1,0.514,5305.86
1050,38,Male,South,72010.16,Gold,4.51,Website,24.31,8.69,2.07,11,6.52,42.6,0.683,7241.82
1051,53,Female,East,56412.29,Gold,0.24,Both,30.74,4.61,4.14,12,8.85,21.2,0.228,6721.57
1052,38,Male,East,57898.27,Silver,3.59,Both,17.94,1.57,2.2,6,7.38,2.5,0.171,5872.61
1053,34,Male,South,89713.53,Basic,2.29,Mobile App,29.48,20.0,2.34,20,7.31,10.7,0.351,7663.68
1054,18,Male,East,46479.73,Basic,2.03,Mobile App,26.09,5.88,3.38,15,8.98,37.2,0.327,5199.22
1055,43,Male,West,42022.66,Platinum,6.67,Mobile App,22.05,1.49,1.32,11,6.41,6.1,0.529,7086.33
1056,45,Female,East,44724.77,Gold,1.23,Both,23.76,1.17,1.94,14,4.69,38.3,0.119,5557.27
1057,18,Female,West,50646.01,Platinum,12.33,Both,26.61,0.98,2.52,12,6.49,2.5,0.235,8083.65
1058,50,Male,West,52478.68,Platinum,2.28,Mobile App,21.09,2.86,3.85,12,7.91,2.5,0.216,7026.82
1059,46,Female,North,40508.04,Basic,0.26,Website,28.06,2.95,1.74,15,7.28,14.1,0.049,4948.54
1060,50,Female,South,26686.69,Gold,0.31,Mobile App,25.5,1.75,1.91,16,5.57,24.5,0.084,4852.3
1061,44,Female,East,44519.16,Silver,5.52,Website,22.5,0.85,2.77,15,8.92,42.3,0.166,5957.13
1062,45,Female,West,61447.53,Gold,4.65,Both,42.31,1.19,1.77,15,7.81,31.7,0.46,7191.77
1063,44,Male,South,56822.66,Basic,3.85,Website,31.74,4.68,1.03,7,8.11,28.6,0.231,5037.47
1064,48,Female,North,82441.49,Basic,0.29,Mobile App,24.56,2.38,3.38,11,8.15,26.3,0.427,6569.45
1065,18,Male,East,107411.26,Gold,3.23,Website,29.31,1.31,2.21,17,5.91,7.7,0.3,7519.88
1066,21,Female,North,70669.32,Gold,17.68,Mobile App,18.76,3.22,1.41,7,7.99,42.0,0.509,7547.28
1067,30,Male,East,87893.6,Silver,4.59,Both,24.07,3.68,0.69,17,8.78,9.8,0.013,6796.94
1068,37,Female,South,70853.6,Basic,0.92,Mobile App,25.12,3.97,0.26,11,9.08,15.4,0.103,6110.93
1069,42,Male,East,98564.33,Basic,4.79,Both,16.78,3.14,2.88,24,8.54,39.1,0.465,7977.86
1070,42,Male,West,103548.85,Platinum,0.23,Mobile App,31.49,2.79,1.01,15,8.27,5.1,0.271,8500.57
1071,50,Female,East,75577.04,Silver,1.17,Mobile App,23.45,6.61,0.4,16,5.34,10.0,0.369,5934.7
1072,51,Female,East,69371.61,Silver,7.63,Mobile App,24.8,1.24,0.9,11,7.58,8.3,0.283,6752.01
1073,28,Male,East,50421.29,Silver,4.95,Mobile App,22.88,2.52,2.51,10,6.36,153.0,0.36,4965.37
1074,41,Female,West,53398.18,Silver,4.81,Mobile App,54.63,0.48,1.0,12,9.27,30.7,0.361,6678.28
1075,29,Female,West,48134.62,Silver,3.38,Website,22.04,2.27,2.55,11,9.07,8.0,0.343,5354.33
1076,36,Male,North,67335.18,Silver,6.49,Mobile App,9.38,3.39,1.2,18,6.36,4.9,0.122,6434.9
1077,42,Female,East,42103.16,Gold,1.1,Mobile App,13.6,5.23,1.93,14,7.54,6.4,0.076,5724.57
1078,18,Female,North,50671.19,Platinum,8.84,Mobile App,34.83,0.5,2.06,13,7.92,37.5,0.09,7418.89
1079,65,Female,West,23758.38,Platinum,4.97,Mobile App,40.03,3.32,3.25,13,8.77,11.0,0.434,7718.07
1080,44,Male,East,99020.43,Silver,0.28,Both,21.86,9.53,3.32,19,5.42,5.7,0.451,7065.08
1081,31,Male,South,50153.01,Silver,5.37,Both,39.51,4.18,1.98,12,4.73,42.0,0.51,6514.98
1082,59,Female,North,,Gold,2.68,Mobile App,34.67,1.04,0.81,17,,16.6,0.205,6659.1
1083,34,Female,South,90239.75,Gold,2.62,Both,26.29,2.28,4.46,11,4.31,35.4,0.423,6470.58
1084,39,Female,East,60180.44,Silver,5.45,Both,25.66,4.28,1.38,17,7.81,38.9,0.722,7129.9
1085,33,Female,North,89816.17,Gold,1.42,Both,29.63,1.81,2.43,10,8.37,16.8,0.589,7634.04
1086,56,Female,North,35080.19,Gold,0.25,Mobile App,35.9,3.6,2.51,10,9.21,47.1,0.15,5851.15
1087,37,Female,West,125377.17,Gold,10.37,Mobile App,31.58,3.45,1.43,12,6.79,7.3,0.177,8167.24
1088,40,Female,East,79259.98,Gold,10.37,Website,21.91,2.83,0.43,9,7.81,0.8,0.192,6841.61
1089,51,Female,North,58292.04,Basic,4.78,Both,26.43,0.94,0.34,17,8.45,11.0,0.097,5737.14
1090,44,Male,South,89212.62,Silver,4.94,Both,45.83,1.66,1.52,10,6.07,12.4,0.243,6621.53
1091,37,Male,West,,Silver,5.17,Website,30.26,10.16,0.74,9,8.79,24.8,0.196,5675.74
1092,50,Female,East,48971.06,Basic,15.76,Mobile App,35.82,2.16,3.84,13,7.96,18.2,0.174,6910.5
1093,66,Male,East,89813.24,Gold,0.29,Both,32.86,2.37,1.47,19,6.81,53.0,0.785,7864.08
1094,41,Male,South,28184.54,Silver,0.17,Both,30.46,2.36,1.32,16,7.78,64.7,0.235,5212.42
1095,39,Female,South,65917.56,Basic,1.02,Mobile App,28.98,5.14,6.65,15,7.42,21.8,0.689,6244.02
1096,40,Male,North,65268.29,Gold,2.89,Website,36.08,2.46,0.13,12,8.61,46.7,0.257,6268.39
1097,52,Male,East,107929.02,Gold,4.6,Mobile App,34.47,2.88,1.91,14,7.13,70.1,0.309,7751.53
1098,31,Female,North,,Gold,2.35,Website,30.38,3.32,0.28,16,7.9,22.7,0.338,5975.99
1099,35,Female,North,,Silver,3.58,Website,21.76,5.54,4.79,10,6.79,11.9,0.249,6682.37
1100,21,Male,East,44541.88,Gold,1.91,Both,31.47,2.89,0.39,18,6.38,40.0,0.157,5847.56
1101,25,Male,West,46330.08,Silver,2.06,Both,27.4,3.12,2.59,14,,47.6,0.145,5606.19
1102,32,Male,East,35323.31,Silver,1.47,Mobile App,25.23,1.89,2.31,13,6.43,54.1,0.133,4485.86
1103,37,Female,South,37021.41,Basic,2.98,Mobile App,52.11,3.66,0.27,12,8.64,2.4,0.601,5667.59
1104,57,Female,South,62394.53,Silver,0.43,Mobile App,14.15,4.42,2.6,7,8.37,17.1,0.144,5636.37
1105,44,Male,South,36705.57,Gold,0.27,Mobile App,36.63,4.63,1.2,9,6.61,14.2,0.58,5535.89
1106,28,Female,South,70199.71,Silver,2.22,Mobile App,20.24,9.16,3.0,14,7.88,35.9,0.483,6843.59
1107,30,Male,East,42957.3,Silver,1.4,Mobile App,29.18,1.56,1.13,12,6.6,17.0,0.33,4795.66
1108,53,Male,South,35434.39,Gold,1.41,Mobile App,51.12,2.98,2.61,22,5.51,71.3,0.128,5833.44
1109,50,Female,East,45038.22,Gold,7.42,Mobile App,19.34,2.48,1.76,14,6.82,54.4,0.172,5962.07
1110,38,Male,West,60952.34,Basic,17.67,Mobile App,21.49,8.12,2.61,11,7.53,0.3,0.214,7167.15
1111,33,Male,West,49164.46,Platinum,3.07,Both,27.84,4.75,2.96,9,8.28,26.6,0.399,7449.45
1112,50,Male,North,54828.95,Gold,0.56,Mobile App,20.38,0.69,1.6,14,7.79,14.6,0.381,6545.16
1113,27,Female,South,69125.06,Platinum,4.9,Website,35.96,1.76,1.39,9,8.78,8.1,0.032,7481.2
1114,42,Female,North,79130.01,Platinum,2.62,Both,23.19,2.25,2.9,13,6.32,36.2,0.192,7876.87
1115,63,Female,South,48604.27,Platinum,4.55,Website,33.89,0.8,1.21,14,7.11,12.6,0.188,6876.36
1116,40,Male,South,37591.09,Gold,3.22,Mobile App,16.04,3.15,1.63,15,9.74,13.6,0.192,5875.2
1117,29,Male,North,55638.63,Silver,0.37,Mobile App,11.74,1.95,5.46,10,5.09,14.8,0.489,5424.47
1118,43,Female,East,63877.81,Basic,3.4,Website,25.94,9.42,1.93,16,,35.8,0.239,6442.22
1119,33,Male,South,32491.9,Silver,3.31,Website,13.88,3.64,3.32,18,6.21,15.9,0.083,4732.35
1120,23,Female,West,39667.48,Gold,11.6,Mobile App,41.66,2.19,1.05,18,7.35,1.3,0.422,7712.6
1121,46,Female,North,42120.28,Silver,7.66,Mobile App,14.23,1.31,2.58,16,7.04,36.8,0.264,5490.73
1122,50,Male,North,50375.6,Gold,13.92,Website,18.66,2.79,1.67,22,8.38,25.4,0.538,8114.75
1123,35,Female,South,41507.86,Basic,9.13,Mobile App,31.72,7.67,1.42,19,7.93,3.6,0.332,6574.33
1124,34,Male,North,69387.66,Silver,0.39,Website,22.72,2.5,0.24,10,5.9,9.2,0.271,5183.82
1125,27,Male,North,30890.48,Silver,0.21,Mobile App,14.33,2.81,0.75,12,6.84,17.1,0.141,4564.6
1126,36,Female,West,31166.48,Silver,6.69,Mobile App,46.36,6.05,6.95,18,7.6,37.7,0.496,6648.09
1127,32,Female,North,48201.19,Basic,4.87,Both,18.99,3.56,1.74,17,8.56,6.7,0.357,6189.22
1128,27,Female,North,50946.0,Basic,0.31,Mobile App,26.23,5.08,1.94,18,10.0,71.4,0.217,5719.72
1129,59,Female,East,32561.13,Gold,0.46,Website,26.12,3.82,3.77,17,8.51,6.4,,6456.61
1130,43,Female,South,,Silver,4.05,Mobile App,34.39,3.67,2.4,13,6.28,5.4,0.03,5934.02
1131,44,Female,East,47081.46,Basic,1.9,Mobile App,32.16,0.66,1.41,6,7.48,67.3,0.217,4563.61
1132,48,Female,South,47209.28,Basic,4.36,Both,20.56,1.15,1.42,10,7.84,57.0,0.392,4913.84
1133,46,Male,West,57134.22,Silver,1.37,Mobile App,25.07,3.3,0.69,17,6.92,6.9,0.303,5618.43
1134,33,Female,North,42978.16,Basic,0.92,Mobile App,25.96,1.41,2.75,11,8.21,22.5,0.299,5425.51
1135,41,Female,South,90875.23,Gold,10.47,Both,34.74,2.8,2.83,14,4.65,37.0,0.342,8174.59
1136,35,Male,East,64271.5,Gold,1.27,Both,17.49,1.06,1.96,16,8.32,0.6,0.412,6871.61
1137,43,Male,West,40843.8,Basic,7.67,Website,46.16,6.08,1.7,14,6.98,16.2,0.332,5990.61
1138,42,Male,South,55998.43,Silver,1.24,Mobile App,21.17,1.56,2.85,11,7.46,33.2,0.314,5519.66
1139,34,Male,East,56579.69,Basic,0.1,Mobile App,27.92,1.3,0.67,12,9.51,82.2,0.252,5307.99
1140,23,Female,North,82880.29,Basic,0.1,Website,17.56,0.85,2.5,15,5.96,27.0,0.185,5074.2
1141,40,Male,North,43908.63,Platinum,2.26,Mobile App,16.32,4.6,5.67,13,7.95,4.3,0.504,7495.43
1142,36,Female,North,70867.59,Silver,3.85,Mobile App,20.13,2.79,1.08,19,8.63,0.1,0.219,6433.85
1143,18,Female,East,54975.84,Platinum,0.34,Both,19.27,5.94,1.57,13,7.82,3.5,0.15,7040.86
1144,44,Female,South,91312.99,Basic,1.52,Mobile App,24.27,1.9,4.65,11,5.5,37.9,0.178,5989.31
1145,49,Male,East,85119.55,Basic,1.79,Mobile App,19.19,1.13,1.96,11,9.36,21.2,0.146,6038.6
1146,66,Male,North,58043.2,Silver,1.76,Mobile App,34.26,2.7,3.52,15,7.33,17.7,0.283,6327.09
1147,34,Female,West,49424.48,Silver,5.01,Mobile App,20.95,6.73,2.61,20,6.91,45.1,0.136,5578.46
1148,32,Female,West,64686.78,Platinum,1.57,Website,19.96,0.64,2.78,14,7.2,18.5,0.246,6745.22
1149,26,Female,North,50860.53,Basic,2.82,Both,24.46,3.51,1.03,24,7.1,2.1,0.538,6426.44
1150,40,Female,North,97548.75,Gold,2.59,Mobile App,36.94,3.76,1.0,13,6.05,16.8,0.327,7364.43
1151,40,Male,North,55684.91,Gold,1.56,Mobile App,29.93,7.46,3.18,11,7.81,59.0,0.265,6534.47
1152,29,Female,West,47005.74,Silver,0.43,Website,27.1,1.47,0.48,14,6.82,2.9,0.071,4929.5
1153,36,Male,North,46126.12,Basic,1.11,Mobile App,15.1,0.6,1.63,16,8.47,194.4,0.3,4455.81
1154,18,Male,East,35434.37,Silver,0.1,Website,17.72,2.05,2.85,15,8.27,46.4,0.018,4561.67
1155,48,Female,South,65827.68,Basic,1.86,Both,16.49,5.03,1.56,12,9.71,4.7,,5976.46
1156,30,Male,West,40659.84,Gold,3.66,Website,39.76,2.93,1.72,12,7.32,3.6,0.054,5620.18
1157,38,Male,South,79566.78,Silver,3.07,Mobile App,32.78,4.04,3.65,16,6.56,42.0,0.058,6761.09
1158,22,Male,South,34457.18,Platinum,6.71,Both,20.25,1.19,5.05,13,5.69,100.7,0.321,6457.56
1159,32,Male,West,56643.61,Silver,2.64,Mobile App,22.92,2.38,8.89,16,10.0,0.2,0.265,5903.78
1160,35,Female,North,81030.29,Silver,0.93,Both,20.57,3.01,4.75,14,8.46,23.0,0.443,7158.81
1161,38,Male,West,25507.14,Gold,0.84,Website,20.03,0.74,1.3,17,6.7,16.2,0.433,5137.15
1162,43,Female,North,109797.49,Silver,4.18,Website,32.14,2.99,0.87,19,9.8,8.6,0.152,7871.79
1163,54,Female,South,46683.69,Platinum,0.38,Both,25.41,2.22,1.31,17,9.36,6.3,0.258,7182.39
1164,46,Male,West,56918.94,Basic,0.34,Website,46.73,14.42,2.88,13,5.84,3.1,0.223,6178.83
1165,49,Male,East,66171.64,Platinum,10.21,Mobile App,39.25,2.84,1.43,11,6.62,10.5,0.521,8413.5
1166,54,Female,East,69852.78,Gold,2.16,Mobile App,39.79,7.73,1.06,17,7.43,46.5,0.324,7686.59
1167,44,Female,North,59626.74,Gold,2.04,Website,34.04,4.02,5.49,19,6.21,2.4,0.211,6879.44
1168,38,Female,South,76809.58,Silver,3.24,Website,24.2,2.59,1.39,13,7.47,62.2,0.233,5640.47
1169,49,Female,South,64969.6,Gold,7.43,Mobile App,33.38,6.99,2.72,12,8.53,26.0,0.037,7308.11
1170,50,Male,East,100338.87,Basic,5.78,Both,24.86,1.04,2.66,15,5.81,1.5,0.557,6856.4
1171,45,Male,South,65043.7,Gold,2.14,Website,42.67,2.01,0.25,14,7.98,33.2,0.629,6245.03
1172,22,Female,South,107755.76,Basic,4.24,Mobile App,31.64,5.23,5.26,13,9.12,9.7,0.611,7284.11
1173,29,Male,South,74263.7,Basic,2.16,Mobile App,30.36,0.3,0.63,11,8.12,11.9,0.108,5974.93
1174,35,Female,North,28795.88,Silver,7.22,Mobile App,29.14,2.77,0.43,11,7.5,23.2,0.378,5225.64
1175,47,Female,South,135115.59,Basic,3.58,Mobile App,43.66,2.75,1.26,12,6.73,21.2,0.416,7443.81
1176,38,Female,North,44310.62,Silver,2.96,Mobile App,15.1,3.43,0.88,12,8.68,86.7,0.427,5467.08
1177,51,Male,West,91440.19,Gold,3.1,Mobile App,44.54,2.4,4.68,19,6.07,35.1,0.19,8080.14
1178,52,Male,East,54686.8,Basic,0.43,Mobile App,26.32,5.09,2.37,11,7.92,16.6,0.297,5127.41
1179,51,Male,North,78541.43,Gold,7.43,Mobile App,15.34,1.53,1.16,10,7.63,12.9,0.268,7000.31
1180,51,Male,East,42575.42,Basic,9.7,Website,21.23,5.57,0.41,9,9.06,9.0,0.408,6014.79
1181,27,Female,West,67441.15,Gold,0.64,Mobile App,13.14,1.16,2.59,5,6.84,0.6,0.438,5635.27
1182,43,Male,North,49582.01,Gold,0.17,Both,33.88,3.62,1.51,9,6.95,43.6,0.17,5624.03
1183,31,Male,North,94150.62,Silver,1.74,Both,18.66,6.45,2.86,12,5.99,9.6,0.122,6457.22
1184,20,Male,North,63166.78,Gold,1.55,Website,29.52,1.42,2.38,17,8.17,28.3,0.369,6440.6
1185,35,Male,North,75175.44,Platinum,2.96,Both,38.21,1.72,0.91,18,7.05,16.5,0.033,7832.58
1186,53,Female,East,25401.74,Gold,0.68,Both,21.95,5.7,3.14,17,6.48,34.7,0.475,6431.39
1187,43,Male,West,52577.82,Silver,1.27,Mobile App,25.59,3.26,0.55,18,6.6,11.4,0.414,5995.53
1188,60,Female,North,62548.22,Silver,2.24,Both,16.27,0.6,1.45,19,8.3,50.0,0.522,6642.0
1189,40,Male,East,58586.83,Gold,0.33,Mobile App,24.5,3.35,1.63,13,6.17,15.0,0.255,6107.9
1190,65,Female,North,75841.81,Basic,0.65,Website,51.17,4.52,1.82,15,6.28,1.6,0.246,6518.89
1191,40,Male,East,47664.09,Gold,4.49,Website,35.0,5.86,0.52,11,8.77,8.9,0.237,6779.03
1192,38,Male,East,55109.39,Basic,0.37,Mobile App,25.62,3.56,4.51,12,7.38,17.7,0.275,5215.56
1193,24,Female,South,81914.34,Gold,9.84,Mobile App,22.49,4.11,0.91,10,8.84,51.0,0.18,7397.89
1194,50,Female,North,24402.94,Basic,3.5,Both,27.62,8.23,0.31,18,7.13,14.3,0.234,5388.8
1195,32,Female,East,66587.53,Basic,6.37,Mobile App,29.17,5.33,2.44,20,7.6,1.1,0.515,6422.56
1196,31,Male,West,48201.25,Platinum,0.61,Mobile App,24.23,2.34,6.88,13,7.8,16.1,0.598,7751.12
1197,52,Male,North,39367.22,Gold,1.3,Mobile App,32.77,2.57,0.25,13,9.4,19.5,0.112,5999.55
1198,51,Female,North,60948.86,Platinum,5.35,Website,19.42,6.28,3.68,9,9.3,16.3,0.102,7714.17
